Variable,Description,Long,Type,ESTMOE,Source,Table,Table2,Years,Release,Category,Topic,Universe,Notes,API
chpChildHispanic_2000_20,"Hispanic children, all races","Change, % Hispanic children, all races, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),P4 (2020)/PL4 (2010),2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
pchTotalHU_2000_20,Total housing units,"% Change, Total housing units, 2000-2020",Percent Change,,Census 2000 Summary File 1  and 2020 Redistricting Summary Data File,H1,,2000-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chpOccupiedHU_2000_20,Occupied housing units,"Change, % Occupied housing units, 2000-2020",Change in Percent,,Census 2000 Summary File 1  and 2020 Redistricting Summary Data File,H1 (2020)/H3 (2000),,2000-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chpVacantHU_2000_20,Vacant housing units,"Change, % Vacant housing units, 2000-2020",Change in Percent,,Census 2000 Summary File 1  and 2020 Redistricting Summary Data File,H1 (2020)/H3 (2000),,2000-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chTotalPop_1990_20,Total population,"Change, # Total population, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P1,,1990-2020,,Demographic,Population,Total population,,PopChange_1990to2020
chNHWhite_1990_20,Non-Hispanic White,"Change, # Non-Hispanic White, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P2 (2020)/P4 (1990),,1990-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chNHBlack_1990_20,Non-Hispanic Black,"Change, # Non-Hispanic Black, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P2 (2020)/P4 (1990),,1990-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chNHAsianPI_1990_20,Non-Hispanic Asian or Pacific Islander,"Change, # Non-Hispanic Asian or Pacific Islander, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P2 (2020)/P4 (1990),,1990-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chNHOtherRace_1990_20,Non-Hispanic other race,"Change, # Non-Hispanic other race, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P2 (2020)/P4 (1990),,1990-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chHispanic_1990_20,"Hispanic, all races","Change, # Hispanic, all races, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P2 (2020)/P4 (1990),,1990-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chAdultPop_1990_20,Adults,"Change, # Adults, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),,1990-2020,,Demographic,Population by Age,Total population,,PopChange_1990to2020
chAdultNHWhite_1990_20,Non-Hispanic White adults,"Change, # Non-Hispanic White adults, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),,1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chAdultNHBlack_1990_20,Non-Hispanic Black adults,"Change, # Non-Hispanic Black adults, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),,1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chAdultNHAsianPI_1990_20,Non-Hispanic Asian or Pacific Islander adults,"Change, # Non-Hispanic Asian or Pacific Islander adults, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),,1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chAdultNHOtherRace_1990_20,Non-Hispanic other race adults,"Change, # Non-Hispanic other race adults, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),,1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chAdultHispanic_1990_20,"Hispanic adults, all races","Change, # Hispanic adults, all races, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),,1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildPop_1990_20,Children,"Change, # Children, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),P2 (2020)/P4 (1990),1990-2020,,Demographic,Population by Age,Total population,,PopChange_1990to2020
chChildNHWhite_1990_20,Non-Hispanic White children,"Change, # Non-Hispanic White children, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),P2 (2020)/P4 (1990),1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildNHBlack_1990_20,Non-Hispanic Black children,"Change, # Non-Hispanic Black children, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),P2 (2020)/P4 (1990),1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildNHAsianPI_1990_20,Non-Hispanic Asian or Pacific Islander children,"Change, # Non-Hispanic Asian or Pacific Islander children, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),P2 (2020)/P4 (1990),1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildNHOtherRace_1990_20,Non-Hispanic other race children,"Change, # Non-Hispanic other race children, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),P2 (2020)/P4 (1990),1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildHispanic_1990_20,"Hispanic children, all races","Change, # Hispanic children, all races, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),P2 (2020)/P4 (1990),1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chTotalHU_1990_20,Total housing units,"Change, # Total housing units, 1990-2020",Change,,Census 1990 and 2020 Redistricting Summary Data Files,H1,,1990-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chOccupiedHU_1990_20,Occupied housing units,"Change, # Occupied housing units, 1990-2020",Change,,Census 1990 Summary Tape File 1B  and 2020 Redistricting Summary Data File,H1 (2020)/H2 (1990),,1990-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chVacantHU_1990_20,Vacant housing units,"Change, # Vacant housing units, 1990-2020",Change,,Census 1990 Summary Tape File 1B  and 2020 Redistricting Summary Data File,H1 (2020)/H2 (1990),,1990-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
pchTotalPop_1990_20,Total population,"% Change, Total population, 1990-2020",Percent Change,,Census 1990 and 2020 Redistricting Summary Data Files,P1,,1990-2020,,Demographic,Population,Total population,,PopChange_1990to2020
chpNHWhite_1990_20,Non-Hispanic White,"Change, % Non-Hispanic White, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P2 (2020)/P4 (1990),,1990-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpNHBlack_1990_20,Non-Hispanic Black,"Change, % Non-Hispanic Black, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P2 (2020)/P4 (1990),,1990-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpNHAsianPI_1990_20,Non-Hispanic Asian or Pacific Islander,"Change, % Non-Hispanic Asian or Pacific Islander, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P2 (2020)/P4 (1990),,1990-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpNHOtherRace_1990_20,Non-Hispanic other race,"Change, % Non-Hispanic other race, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P2 (2020)/P4 (1990),,1990-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpHispanic_1990_20,"Hispanic, all races","Change, % Hispanic, all races, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P2 (2020)/P4 (1990),,1990-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpAdultPop_1990_20,Adults,"Change, % Adults, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),,1990-2020,,Demographic,Population by Age,Total population,,PopChange_1990to2020
chpAdultNHWhite_1990_20,Non-Hispanic White adults,"Change, % Non-Hispanic White adults, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),,1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpAdultNHBlack_1990_20,Non-Hispanic Black adults,"Change, % Non-Hispanic Black adults, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),,1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpAdultNHAsianPI_1990_20,Non-Hispanic Asian or Pacific Islander adults,"Change, % Non-Hispanic Asian or Pacific Islander adults, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),,1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpAdultNHOtherRace_1990_20,Non-Hispanic other race adults,"Change, % Non-Hispanic other race adults, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),,1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpAdultHispanic_1990_20,"Hispanic adults, all races","Change, % Hispanic adults, all races, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),,1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpChildPop_1990_20,Children,"Change, % Children, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),P2 (2020)/P4 (1990),1990-2020,,Demographic,Population by Age,Total population,,PopChange_1990to2020
chpChildNHWhite_1990_20,Non-Hispanic White children,"Change, % Non-Hispanic White children, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),P2 (2020)/P4 (1990),1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpChildNHBlack_1990_20,Non-Hispanic Black children,"Change, % Non-Hispanic Black children, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),P2 (2020)/P4 (1990),1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpChildNHAsianPI_1990_20,Non-Hispanic Asian or Pacific Islander children,"Change, % Non-Hispanic Asian or Pacific Islander children, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),P2 (2020)/P4 (1990),1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpChildNHOtherRace_1990_20,Non-Hispanic other race children,"Change, % Non-Hispanic other race children, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),P2 (2020)/P4 (1990),1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpChildHispanic_1990_20,"Hispanic children, all races","Change, % Hispanic children, all races, 1990-2020",Change in Percent,,Census 1990 and 2020 Redistricting Summary Data Files,P4 (2020)/P5 (1990),P2 (2020)/P4 (1990),1990-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
pchTotalHU_1990_20,Total housing units,"% Change, Total housing units, 1990-2020",Percent Change,,Census 1990 Summary Tape File 1B  and 2020 Redistricting Summary Data File,H1,,1990-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chpOccupiedHU_1990_20,Occupied housing units,"Change, % Occupied housing units, 1990-2020",Change in Percent,,Census 1990 Summary Tape File 1B  and 2020 Redistricting Summary Data File,H1 (2020)/H2 (1990),,1990-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chpVacantHU_1990_20,Vacant housing units,"Change, % Vacant housing units, 1990-2020",Change in Percent,,Census 1990 Summary Tape File 1B  and 2020 Redistricting Summary Data File,H1 (2020)/H2 (1990),,1990-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
