Variable,Description,Long,Type,ESTMOE,Source,Table,Table2,Years,Release,Category,Topic,Universe,Notes,API
AvgSAT_Combined,Average Highest SAT Score: Combined,"Average Highest SAT Score: Combined, 2019",Mean,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Standardized Test Scores,,,GA_High_Schools_2019
AvgSAT_EssayAnal,Average Highest SAT Score: Essay Analysis,"Average Highest SAT Score: Essay Analysis, 2019",Mean,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Standardized Test Scores,,,GA_High_Schools_2019
AvgSAT_EssayRead,Average Highest SAT Score: Essay Reading,"Average Highest SAT Score: Essay Reading, 2019",Mean,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Standardized Test Scores,,,GA_High_Schools_2019
AvgSAT_EssayWrite,Average Highest SAT Score: Essay Writing,"Average Highest SAT Score: Essay Writing, 2019",Mean,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Standardized Test Scores,,,GA_High_Schools_2019
AvgSAT_Math,Average Highest SAT Score: Math,"Average Highest SAT Score: Math, 2019",Mean,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Standardized Test Scores,,,GA_High_Schools_2019
AvgSAT_WritLang,Average Highest SAT Score: Writing,"Average Highest SAT Score: Writing, 2019",Mean,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Standardized Test Scores,,,GA_High_Schools_2019
HSGraduates,High School graduates,"High School graduates, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Standardized Test Scores,,,GA_High_Schools_2019
EnrollPostSec,HS graduates enrolled in post-secondary within 16 months,"HS graduates enrolled in post-secondary within 16 months, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pEnrollPostSec,2010 HS graduates enrolled in post-secondary within 16 months,"% 2010 HS graduates enrolled in post-secondary within 16 months, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pEnrGAPrivate,Enrolled in Georgia private college/university within 1 year,"% Enrolled in Georgia private college/university within 1 year, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pEnrGAPublic,Enrolled in Georgia public college/university within 1 year,"% Enrolled in Georgia public college/university within 1 year, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pEnrGATech,Enrolled in Georgia public technical college within 1 year,"% Enrolled in Georgia public technical college within 1 year, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pEnrOutGA,Enrolled in college/university outside of Georgia within 1 year,"% Enrolled in college/university outside of Georgia within 1 year, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pEnrUnknown,Unknown status after 1 year,"% Unknown status after 1 year, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pWorking,"Working in Georgia, not enrolled in college within 1 year","% Working in Georgia, not enrolled in college within 1 year, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pCredCert,Earned Certificate within 5 years,"% Earned Certificate within 5 years, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pCredAA,Earned AA within 5 years,"% Earned AA within 5 years, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pCredBA,Earned BA within 5 years,"% Earned BA within 5 years, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pCredMA,Earned MA or Higher within 5 years,"% Earned MA or Higher within 5 years, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pCredOther,Other Credential within 5 years,"% Other Credential within 5 years, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pCredEnrol,"Enrolled, no credential within 5 years","% Enrolled, no credential within 5 years, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pCredNotEnrol,Not Enrolled within 5 years,"% Not Enrolled within 5 years, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pEnrlPostSec1,"HS Graduates Enrolled in Postsecondary, 1 year out","% HS Graduates Enrolled in Postsecondary, 1 year out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pEnrlPostSec2,"HS Graduates Enrolled in Postsecondary, 2 years out","% HS Graduates Enrolled in Postsecondary, 2 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pEnrlPostSec3,"HS Graduates Enrolled in Postsecondary, 3 years out","% HS Graduates Enrolled in Postsecondary, 3 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pEnrlPostSec4,"HS Graduates Enrolled in Postsecondary, 4 years out","% HS Graduates Enrolled in Postsecondary, 4 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
Prof_CntGeometry,Proficient: Geometry,"# Proficient: Geometry, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Dist_CntGeometry,Distinguished: Geometry,"# Distinguished: Geometry, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pBeginGeometry,Beginning: Geometry,"% Beginning: Geometry, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevelopGeometry,Developing: Geometry,"% Developing: Geometry, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfGeometry,Proficient: Geometry,"% Proficient: Geometry, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDistGeometry,Distinguished: Geometry,"% Distinguished: Geometry, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
DevPlus_CntGeometry,Developing or Higher: Geometry,"# Developing or Higher: Geometry, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
ProfPlus_CntGeometry,Proficient or Higher: Geometry,"# Proficient or Higher: Geometry, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevPlusGeometry,Developing or Higher: Geometry,"% Developing or Higher: Geometry, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfPlusGeometry,Proficient or Higher: Geometry,"% Proficient or Higher: Geometry, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
NTestedLit9,Tested: 9th Grade Literature and Composition,"# Tested: 9th Grade Literature and Composition, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Begin_CntLit9,Beginning: 9th Grade Literature and Composition,"# Beginning: 9th Grade Literature and Composition, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Develop_CntLit9,Developing: 9th Grade Literature and Composition,"# Developing: 9th Grade Literature and Composition, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Prof_CntLit9,Proficient: 9th Grade Literature and Composition,"# Proficient: 9th Grade Literature and Composition, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Dist_CntLit9,Distinguished: 9th Grade Literature and Composition,"# Distinguished: 9th Grade Literature and Composition, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pBeginLit9,Beginning: 9th Grade Literature and Composition,"% Beginning: 9th Grade Literature and Composition, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevelopLit9,Developing: 9th Grade Literature and Composition,"% Developing: 9th Grade Literature and Composition, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfLit9,Proficient: 9th Grade Literature and Composition,"% Proficient: 9th Grade Literature and Composition, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDistLit9,Distinguished: 9th Grade Literature and Composition,"% Distinguished: 9th Grade Literature and Composition, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
DevPlus_CntLit9,Developing or Higher: 9th Grade Literature and Composition,"# Developing or Higher: 9th Grade Literature and Composition, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
ProfPlus_CntLit9,Proficient or Higher: 9th Grade Literature and Composition,"# Proficient or Higher: 9th Grade Literature and Composition, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevPlusLit9,Developing or Higher: 9th Grade Literature and Composition,"% Developing or Higher: 9th Grade Literature and Composition, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfPlusLit9,Proficient or Higher: 9th Grade Literature and Composition,"% Proficient or Higher: 9th Grade Literature and Composition, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
NTestedPhysSci,Tested: Physical Science,"# Tested: Physical Science, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Begin_CntPhysSci,Beginning: Physical Science,"# Beginning: Physical Science, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Develop_CntPhysSci,Developing: Physical Science,"# Developing: Physical Science, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Prof_CntPhysSci,Proficient: Physical Science,"# Proficient: Physical Science, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Dist_CntPhysSci,Distinguished: Physical Science,"# Distinguished: Physical Science, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pBeginPhysSci,Beginning: Physical Science,"% Beginning: Physical Science, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevelopPhysSci,Developing: Physical Science,"% Developing: Physical Science, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfPhysSci,Proficient: Physical Science,"% Proficient: Physical Science, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDistPhysSci,Distinguished: Physical Science,"% Distinguished: Physical Science, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
DevPlus_CntPhysSci,Developing or Higher: Physical Science,"# Developing or Higher: Physical Science, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
ProfPlus_CntPhysSci,Proficient or Higher: Physical Science,"# Proficient or Higher: Physical Science, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevPlusPhysSci,Developing or Higher: Physical Science,"% Developing or Higher: Physical Science, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfPlusPhysSci,Proficient or Higher: Physical Science,"% Proficient or Higher: Physical Science, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
NTestedUSHistory,Tested: US History,"# Tested: US History, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Begin_CntUSHistory,Beginning: US History,"# Beginning: US History, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Develop_CntUSHistory,Developing: US History,"# Developing: US History, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Prof_CntUSHistory,Proficient: US History,"# Proficient: US History, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Dist_CntUSHistory,Distinguished: US History,"# Distinguished: US History, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pBeginUSHistory,Beginning: US History,"% Beginning: US History, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevelopUSHistory,Developing: US History,"% Developing: US History, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfUSHistory,Proficient: US History,"% Proficient: US History, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDistUSHistory,Distinguished: US History,"% Distinguished: US History, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
DevPlus_CntUSHistory,Developing or Higher: US History,"# Developing or Higher: US History, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
ProfPlus_CntUSHistory,Proficient or Higher: US History,"# Proficient or Higher: US History, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevPlusUSHistory,Developing or Higher: US History,"% Developing or Higher: US History, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfPlusUSHistory,Proficient or Higher: US History,"% Proficient or Higher: US History, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
NDropout712,"Dropouts, grades 7-12","# Dropouts, grades 7-12, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,School Dropout,,,GA_High_Schools_2019
pNDropout712,"Dropouts, grades 7-12","% Dropouts, grades 7-12, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,School Dropout,,,GA_High_Schools_2019
GraduationRate,Graduation Rate,"Graduation Rate, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
NUMBER_OF_GRADUATES,Number of Graduates,"Number of Graduates, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pHopeEligible,HOPE Eligible,"% HOPE Eligible, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Homeless,Homeless students enrolled at any time during the school year,"# Homeless students enrolled at any time during the school year, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Student Demographics,,,GA_High_Schools_2019
NTestedAnalGeometry,Tested: Analytic Geometry,"# Tested: Analytic Geometry, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Begin_CntAnalGeometry,Beginning: Analytic Geometry,"# Beginning: Analytic Geometry, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Develop_CntAnalGeometry,Developing: Analytic Geometry,"# Developing: Analytic Geometry, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Prof_CntAnalGeometry,Proficient: Analytic Geometry,"# Proficient: Analytic Geometry, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Dist_CntAnalGeometry,Distinguished: Analytic Geometry,"# Distinguished: Analytic Geometry, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pBeginAnalGeometry,Beginning: Analytic Geometry,"% Beginning: Analytic Geometry, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevelopAnalGeometry,Developing: Analytic Geometry,"% Developing: Analytic Geometry, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfAnalGeometry,Proficient: Analytic Geometry,"% Proficient: Analytic Geometry, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDistAnalGeometry,Distinguished: Analytic Geometry,"% Distinguished: Analytic Geometry, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
DevPlus_CntAnalGeometry,Developing or Higher: Analytic Geometry,"# Developing or Higher: Analytic Geometry, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
ProfPlus_CntAnalGeometry,Proficient or Higher: Analytic Geometry,"# Proficient or Higher: Analytic Geometry, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevPlusAnalGeometry,Developing or Higher: Analytic Geometry,"% Developing or Higher: Analytic Geometry, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfPlusAnalGeometry,Proficient or Higher: Analytic Geometry,"% Proficient or Higher: Analytic Geometry, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
NTestedBiology,Tested: Biology,"# Tested: Biology, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Begin_CntBiology,Beginning: Biology,"# Beginning: Biology, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Develop_CntBiology,Developing: Biology,"# Developing: Biology, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Prof_CntBiology,Proficient: Biology,"# Proficient: Biology, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Dist_CntBiology,Distinguished: Biology,"# Distinguished: Biology, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pBeginBiology,Beginning: Biology,"% Beginning: Biology, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevelopBiology,Developing: Biology,"% Developing: Biology, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfBiology,Proficient: Biology,"% Proficient: Biology, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDistBiology,Distinguished: Biology,"% Distinguished: Biology, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
DevPlus_CntBiology,Developing or Higher: Biology,"# Developing or Higher: Biology, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
ProfPlus_CntBiology,Proficient or Higher: Biology,"# Proficient or Higher: Biology, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevPlusBiology,Developing or Higher: Biology,"% Developing or Higher: Biology, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfPlusBiology,Proficient or Higher: Biology,"% Proficient or Higher: Biology, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
NTestedCoordAlgebra,Tested: Coordinate Algebra,"# Tested: Coordinate Algebra, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Begin_CntCoordAlgebra,Beginning: Coordinate Algebra,"# Beginning: Coordinate Algebra, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Develop_CntCoordAlgebra,Developing: Coordinate Algebra,"# Developing: Coordinate Algebra, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Prof_CntCoordAlgebra,Proficient: Coordinate Algebra,"# Proficient: Coordinate Algebra, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Dist_CntCoordAlgebra,Distinguished: Coordinate Algebra,"# Distinguished: Coordinate Algebra, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pBeginCoordAlgebra,Beginning: Coordinate Algebra,"% Beginning: Coordinate Algebra, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevelopCoordAlgebra,Developing: Coordinate Algebra,"% Developing: Coordinate Algebra, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfCoordAlgebra,Proficient: Coordinate Algebra,"% Proficient: Coordinate Algebra, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDistCoordAlgebra,Distinguished: Coordinate Algebra,"% Distinguished: Coordinate Algebra, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
DevPlus_CntCoordAlgebra,Developing or Higher: Coordinate Algebra,"# Developing or Higher: Coordinate Algebra, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
ProfPlus_CntCoordAlgebra,Proficient or Higher: Coordinate Algebra,"# Proficient or Higher: Coordinate Algebra, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevPlusCoordAlgebra,Developing or Higher: Coordinate Algebra,"% Developing or Higher: Coordinate Algebra, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfPlusCoordAlgebra,Proficient or Higher: Coordinate Algebra,"% Proficient or Higher: Coordinate Algebra, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
NTestedEcon,Tested: Economics/Business/Free Enterprise,"# Tested: Economics/Business/Free Enterprise, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Begin_CntEcon,Beginning: Economics/Business/Free Enterprise,"# Beginning: Economics/Business/Free Enterprise, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Develop_CntEcon,Developing: Economics/Business/Free Enterprise,"# Developing: Economics/Business/Free Enterprise, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Prof_CntEcon,Proficient: Economics/Business/Free Enterprise,"# Proficient: Economics/Business/Free Enterprise, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Dist_CntEcon,Distinguished: Economics/Business/Free Enterprise,"# Distinguished: Economics/Business/Free Enterprise, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pBeginEcon,Beginning: Economics/Business/Free Enterprise,"% Beginning: Economics/Business/Free Enterprise, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevelopEcon,Developing: Economics/Business/Free Enterprise,"% Developing: Economics/Business/Free Enterprise, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfEcon,Proficient: Economics/Business/Free Enterprise,"% Proficient: Economics/Business/Free Enterprise, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDistEcon,Distinguished: Economics/Business/Free Enterprise,"% Distinguished: Economics/Business/Free Enterprise, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
DevPlus_CntEcon,Developing or Higher: Economics/Business/Free Enterprise,"# Developing or Higher: Economics/Business/Free Enterprise, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
ProfPlus_CntEcon,Proficient or Higher: Economics/Business/Free Enterprise,"# Proficient or Higher: Economics/Business/Free Enterprise, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevPlusEcon,Developing or Higher: Economics/Business/Free Enterprise,"% Developing or Higher: Economics/Business/Free Enterprise, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfPlusEcon,Proficient or Higher: Economics/Business/Free Enterprise,"% Proficient or Higher: Economics/Business/Free Enterprise, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
NTestedGeometry,Tested: Geometry,"# Tested: Geometry, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Begin_CntGeometry,Beginning: Geometry,"# Beginning: Geometry, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Develop_CntGeometry,Developing: Geometry,"# Developing: Geometry, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pEnrlPostSec5,"HS Graduates Enrolled in Postsecondary, 5 years out","% HS Graduates Enrolled in Postsecondary, 5 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
